PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
337,0,3,"Johnson, Mr. William",male,39.6,1,0,A/6693,24.34,,S
338,1,1,"Anderson, Miss. Mary",female,8.3,0,2,A/5821,148.19,A75,Q
339,1,3,"Anderson, Miss. Minnie",female,39.9,0,0,A/8517,19.27,,C
340,0,3,"Davis, Mr. Charles",male,22.8,0,2,A/9776,7.18,,S
341,1,1,"Miller, Miss. Anna",female,,0,0,A/4580,275.69,C33,Q
342,1,3,"Wilson, Miss. Elizabeth",female,19.3,0,0,A/5091,22.05,,C
343,0,1,"Wilson, Mr. John",male,3.9,1,0,A/6167,183.24,E45,S
344,1,3,"Jones, Miss. Ida",female,4.7,1,1,A/9859,7.59,,C
345,0,3,"Johnson, Mr. Thomas",male,,2,0,A/7216,17.46,,S
346,0,2,"Brown, Mr. George",male,26.2,1,1,A/4449,33.86,,S
347,0,2,"Anderson, Mr. James",male,57.2,2,0,A/4863,39.99,,S
348,1,3,"Wilson, Miss. Mary",female,69.7,2,2,A/9748,19.97,,S
349,0,3,"Davis, Mr. William",male,,0,1,A/2577,15.1,,S
350,1,3,"Jones, Miss. Margaret",female,,2,2,A/4259,17.38,,S
351,0,3,"Miller, Mr. Thomas",male,6.4,1,0,A/8598,18.37,B91,C
352,0,2,"Anderson, Mr. Joseph",male,,0,0,A/4739,29.11,,C
353,0,3,"Wilson, Mr. Frank",male,32.1,0,0,A/1378,9.25,,S
354,1,3,"Brown, Miss. Emma",female,,1,2,A/1881,7.47,,C
355,0,1,"Williams, Mr. William",male,22.3,0,0,A/8260,214.09,B77,C
356,1,1,"Miller, Miss. Alice",female,65.5,1,1,A/3213,292.99,E32,S
357,1,3,"Anderson, Miss. Ida",female,22.4,0,1,A/9841,11.09,C56,S
358,1,1,"Taylor, Mr. James",male,1.6,1,1,A/5908,72.1,D47,S
359,0,3,"Brown, Mr. Joseph",male,18.2,2,1,A/7199,10.97,B76,C
360,1,3,"Jones, Miss. Minnie",female,19.5,0,0,A/3988,9.46,D89,S
361,0,3,"Miller, Mr. John",male,2.5,0,0,A/5410,9.25,,S
362,0,1,"Brown, Mr. Frank",male,35.4,0,1,A/1519,145.96,B17,S
363,0,2,"Williams, Mr. Charles",male,27.3,0,0,A/5078,32.32,,S
364,0,3,"Johnson, Mr. Charles",male,22.5,0,0,A/1691,20.41,,S
365,0,3,"Miller, Mr. John",male,8.8,2,1,A/6316,7.27,,S
366,0,2,"Smith, Mr. Thomas",male,,0,0,A/3583,37.5,,S
367,1,3,"Smith, Miss. Mary",female,,1,0,A/3061,15.78,,S
368,1,3,"Wilson, Mr. Charles",male,51.0,0,0,A/8951,19.72,,S
369,0,3,"Taylor, Mr. Frank",male,60.9,1,2,A/3627,8.24,,S
370,0,2,"Smith, Mr. Joseph",male,43.8,0,2,A/4912,29.43,E59,S
371,1,3,"Williams, Miss. Minnie",female,8.6,1,0,A/1717,22.03,A35,S
372,0,1,"Davis, Mr. Thomas",male,18.7,0,0,A/2161,73.01,B93,S
373,0,3,"Smith, Mr. Frank",male,29.7,0,0,A/5355,16.52,,C
374,1,1,"Taylor, Mr. William",male,27.6,0,2,A/5075,201.11,B81,C
375,0,2,"Anderson, Mr. Frank",male,30.5,0,0,A/3955,39.75,,S
376,0,3,"Miller, Mr. Frank",male,59.3,1,1,A/6299,17.95,,S
377,0,3,"Jones, Miss. Margaret",female,28.4,2,0,A/5660,17.72,,Q
378,0,2,"Brown, Mr. Charles",male,,2,0,A/9376,40.03,,S
379,0,1,"Williams, Mr. George",male,17.1,0,0,A/7550,200.88,B19,C
380,0,3,"Anderson, Mr. William",male,51.4,1,1,A/2285,21.04,,S
381,0,3,"Johnson, Mr. Charles",male,65.1,2,1,A/1886,12.49,E82,S
382,0,3,"Smith, Mr. Joseph",male,40.7,0,0,A/8076,12.22,,S
383,1,1,"Smith, Mr. Joseph",male,31.0,2,0,A/3209,180.61,B72,S
384,0,3,"Taylor, Mr. Charles",male,30.7,2,2,A/2467,9.03,,S
385,1,1,"Smith, Mr. George",male,57.7,1,2,A/3389,171.31,B35,S
386,1,1,"Johnson, Miss. Anna",female,43.8,0,0,A/1225,148.95,A49,S
387,1,1,"Taylor, Mr. Charles",male,18.8,1,2,A/3315,229.87,A58,S
388,0,3,"Williams, Mr. John",male,43.6,0,1,A/1136,8.2,,S
389,0,3,"Johnson, Mr. John",male,27.7,1,2,A/2631,23.27,,S
390,1,1,"Wilson, Mr. John",male,22.0,1,1,A/3572,74.23,C55,S
391,1,1,"Taylor, Miss. Minnie",female,61.6,0,2,A/5590,121.88,C60,S
392,0,1,"Anderson, Mr. Charles",male,30.4,0,2,A/6395,173.31,B36,S
393,1,3,"Brown, Miss. Emma",female,37.1,0,1,A/3378,18.81,,S
394,1,1,"Johnson, Mr. James",male,51.2,0,1,A/7737,139.77,C29,C
395,0,1,"Anderson, Mr. George",male,42.1,0,0,A/6886,88.28,D27,S
396,0,3,"Miller, Miss. Emma",female,10.5,0,0,A/1528,14.35,,Q
397,1,3,"Brown, Mr. Charles",male,69.0,1,1,A/6323,22.6,,S
398,0,3,"Davis, Mr. Frank",male,40.5,1,2,A/1630,16.37,,C
399,0,1,"Taylor, Miss. Ida",female,,1,2,A/1807,113.67,D60,C
400,0,3,"Williams, Mr. Joseph",male,48.6,0,1,A/8400,8.63,,S
401,1,3,"Taylor, Miss. Emma",female,2.7,1,2,A/4308,22.89,C98,S
402,1,3,"Johnson, Mr. William",male,26.0,1,1,A/9383,18.02,,S
403,1,1,"Miller, Mr. James",male,,2,0,A/7874,140.85,D46,S
404,0,1,"Brown, Mr. John",male,32.6,1,2,A/1094,209.84,D40,S
405,0,3,"Wilson, Mr. William",male,,1,0,A/4401,7.88,C14,S
406,1,1,"Anderson, Mr. George",male,,0,1,A/3920,107.11,C88,S
407,0,3,"Taylor, Mr. James",male,25.9,0,0,A/5903,12.81,,C
408,1,3,"Johnson, Miss. Minnie",female,,0,0,A/9635,14.45,,S
409,0,1,"Taylor, Mr. William",male,65.4,2,0,A/7996,210.03,C43,S
410,0,3,"Williams, Mr. Thomas",male,35.0,0,2,A/4812,19.75,,S
411,0,1,"Johnson, Mr. Charles",male,29.6,0,0,A/4478,72.6,B98,S
412,0,3,"Taylor, Mr. Frank",male,,0,0,A/7488,20.04,,S
413,0,1,"Miller, Mr. Thomas",male,45.6,1,0,A/8546,275.17,E52,S
414,1,3,"Smith, Miss. Minnie",female,39.3,0,0,A/6434,21.39,,S
415,0,3,"Smith, Mr. Frank",male,59.1,1,2,A/7382,10.37,C50,C
416,0,2,"Brown, Mr. Frank",male,15.9,0,0,A/2838,31.84,B21,S
417,1,1,"Taylor, Mr. James",male,51.5,1,0,A/6363,102.96,A76,S
418,1,1,"Wilson, Miss. Ida",female,1.3,0,2,A/2426,146.66,A23,S
419,0,3,"Anderson, Mr. George",male,14.8,0,0,A/9720,12.74,,S
420,1,1,"Smith, Mr. William",male,23.0,0,0,A/5011,109.39,C88,C
421,0,3,"Smith, Mr. Thomas",male,,1,0,A/2410,14.68,,S
422,1,3,"Wilson, Miss. Margaret",female,50.2,2,2,A/2286,24.53,,S
423,1,1,"Wilson, Miss. Anna",female,50.0,1,1,A/4796,287.91,B88,S
424,0,2,"Miller, Mr. Frank",male,,1,0,A/6758,36.54,,S
425,0,2,"Taylor, Mr. William",male,8.4,1,0,A/5949,38.97,,S
426,1,3,"Wilson, Mr. Joseph",male,48.9,1,1,A/6606,16.8,,S
427,1,1,"Anderson, Miss. Alice",female,23.5,0,1,A/3886,140.85,D18,S
428,0,3,"Davis, Mr. Frank",male,7.2,0,2,A/1003,20.63,,S
429,0,2,"Wilson, Mr. Charles",male,21.7,2,0,A/8122,47.3,,Q
430,0,3,"Taylor, Mr. Joseph",male,5.3,1,0,A/1013,19.66,,S
431,0,3,"Brown, Miss. Ida",female,23.0,1,1,A/7251,14.83,,S
432,1,1,"Miller, Mr. Joseph",male,47.2,0,0,A/2175,219.13,B72,S
433,0,3,"Williams, Mr. Joseph",male,49.0,1,2,A/3945,15.18,,C
434,0,2,"Davis, Mr. John",male,17.3,1,0,A/7731,56.7,,S
435,0,1,"Miller, Mr. William",male,6.5,2,2,A/5578,176.94,A76,C
436,0,1,"Johnson, Mr. George",male,37.9,0,1,A/8438,187.91,D83,C
437,1,2,"Jones, Miss. Minnie",female,42.2,0,2,A/5267,17.76,,S
438,1,1,"Anderson, Miss. Mary",female,,1,0,A/5552,127.97,E45,S
439,0,2,"Anderson, Miss. Emma",female,46.5,0,0,A/5280,50.21,,S
440,0,3,"Johnson, Mr. James",male,58.8,1,1,A/4898,18.89,,S
441,0,3,"Smith, Miss. Minnie",female,,0,1,A/7533,15.57,,Q
442,0,3,"Davis, Mr. Thomas",male,31.0,0,1,A/7258,19.21,,S
443,1,1,"Miller, Miss. Ida",female,19.8,0,0,A/2610,128.73,E60,S
444,0,3,"Anderson, Mr. Charles",male,69.5,0,2,A/1173,19.11,,S
445,1,1,"Wilson, Mr. Frank",male,14.3,0,2,A/2506,83.08,E94,C
446,1,1,"Johnson, Mr. William",male,26.9,2,2,A/4027,276.08,B42,S
447,0,3,"Wilson, Mr. George",male,47.1,0,0,A/3653,21.05,,S
448,1,2,"Jones, Miss. Minnie",female,,0,2,A/7432,23.03,,S
449,0,3,"Johnson, Mr. Thomas",male,,0,0,A/5105,20.99,D29,S
450,1,1,"Davis, Mr. George",male,28.0,0,2,A/9039,179.97,D18,S
451,1,1,"Wilson, Miss. Anna",female,25.8,2,0,A/7563,82.69,A56,S
452,0,3,"Wilson, Mr. George",male,,0,1,A/4129,12.38,,S
453,1,3,"Wilson, Mr. Charles",male,,2,2,A/4907,15.81,E92,S
454,1,3,"Wilson, Miss. Mary",female,,2,0,A/7643,9.13,,S
455,0,3,"Taylor, Miss. Emma",female,6.0,2,0,A/9010,18.77,,Q
456,1,1,"Williams, Miss. Mary",female,,0,0,A/8474,210.58,E18,C
457,1,1,"Anderson, Mr. Charles",male,24.3,2,1,A/6312,97.78,E79,S
458,1,3,"Smith, Miss. Emma",female,,0,1,A/3753,19.53,,S
459,0,3,"Johnson, Mr. Joseph",male,,1,0,A/1104,7.13,,C
460,0,3,"Wilson, Mr. James",male,37.1,1,0,A/3859,17.99,B73,S
461,1,1,"Jones, Miss. Margaret",female,14.2,1,0,A/6929,268.43,E74,S
462,1,3,"Jones, Miss. Mary",female,48.3,1,1,A/3888,9.88,,S
463,0,2,"Jones, Mr. Frank",male,32.3,0,0,A/9804,22.91,,S
464,1,1,"Wilson, Miss. Margaret",female,63.0,0,0,A/6343,122.39,B62,C
465,1,2,"Wilson, Mr. Thomas",male,15.9,1,1,A/3917,32.43,B90,S
466,0,2,"Smith, Mr. John",male,,1,1,A/7852,22.7,,C
467,1,3,"Anderson, Miss. Emma",female,16.8,1,2,A/9015,22.52,,S
468,0,3,"Davis, Mr. Charles",male,16.3,1,0,A/1083,14.52,D74,S
469,0,3,"Johnson, Mr. Thomas",male,,0,1,A/4571,9.39,,S
470,0,1,"Jones, Mr. James",male,52.6,0,1,A/8598,247.52,D33,C
471,0,2,"Smith, Mr. William",male,37.6,0,1,A/5420,46.41,,S
472,1,1,"Anderson, Miss. Margaret",female,,2,0,A/1844,95.52,C69,S
473,0,2,"Taylor, Mr. William",male,10.6,0,0,A/9841,20.11,,Q
474,1,3,"Brown, Miss. Elizabeth",female,35.7,1,0,A/1892,8.14,,S
475,0,3,"Taylor, Mr. George",male,47.5,2,0,A/4085,23.05,,S
476,0,3,"Johnson, Mr. William",male,,0,1,A/3465,22.75,,S
477,1,2,"Taylor, Miss. Emma",female,51.9,0,0,A/4097,17.83,,S
478,0,3,"Davis, Mr. Frank",male,34.5,2,2,A/9986,15.01,,S
479,0,3,"Jones, Mr. Charles",male,54.1,0,0,A/6785,12.12,,S
480,0,1,"Williams, Mr. James",male,47.0,0,0,A/4897,96.89,C83,S
481,0,2,"Taylor, Mr. John",male,11.2,1,2,A/3663,39.01,A61,Q
482,1,3,"Miller, Miss. Emma",female,68.3,0,0,A/8764,23.13,,C
483,1,3,"Anderson, Miss. Alice",female,,1,0,A/3284,19.2,A61,S
484,0,1,"Miller, Mr. John",male,,1,0,A/5553,115.01,A78,C
485,1,3,"Taylor, Miss. Ida",female,42.8,0,0,A/7513,9.66,,S
486,0,2,"Miller, Mr. George",male,7.0,2,1,A/7809,51.17,,C
487,0,3,"Davis, Mr. James",male,10.9,0,1,A/9606,24.76,E58,S
488,1,2,"Davis, Miss. Emma",female,53.1,0,0,A/4047,52.45,,S
489,0,3,"Anderson, Mr. George",male,16.5,0,0,A/5303,12.4,,S
490,1,1,"Jones, Miss. Ida",female,45.5,0,0,A/5541,183.4,A86,C
491,0,3,"Jones, Mr. Thomas",male,26.8,2,2,A/1287,22.22,,S
492,1,2,"Williams, Miss. Margaret",female,29.9,0,0,A/5749,28.12,,S
493,0,1,"Johnson, Mr. James",male,58.1,2,0,A/5447,227.65,C22,S
494,0,2,"Williams, Mr. George",male,24.5,0,0,A/4569,21.95,,S
495,0,3,"Taylor, Mr. William",male,9.0,0,0,A/8856,13.27,,S
496,1,2,"Taylor, Miss. Margaret",female,52.4,0,0,A/3108,53.56,B49,S
497,1,1,"Johnson, Mr. William",male,30.8,0,0,A/1537,252.4,E85,S
498,0,1,"Johnson, Mr. George",male,55.0,1,0,A/4277,112.5,C13,S
499,1,3,"Anderson, Miss. Margaret",female,54.9,1,0,A/9272,17.26,E11,S
500,0,3,"Williams, Miss. Mary",female,,0,2,A/8777,13.6,,S
501,0,3,"Miller, Mr. Joseph",male,29.1,0,0,A/8633,8.99,C46,S
502,1,1,"Johnson, Mr. Joseph",male,22.5,1,0,A/7672,136.84,D34,C
503,1,3,"Miller, Miss. Emma",female,47.4,1,1,A/9563,18.85,B60,S
504,0,3,"Williams, Mr. William",male,,0,2,A/7623,9.21,,C
505,0,2,"Anderson, Miss. Minnie",female,66.1,0,1,A/7626,59.44,,S
506,0,3,"Wilson, Mr. Thomas",male,3.1,2,0,A/2117,15.97,B58,S
507,0,2,"Anderson, Mr. William",male,36.9,1,1,A/4308,28.21,,S
508,0,3,"Taylor, Miss. Mary",female,,1,0,A/7285,15.1,,S
509,0,1,"Jones, Mr. James",male,,2,1,A/8986,245.72,E96,S
510,0,3,"Wilson, Mr. Thomas",male,,0,1,A/5315,15.9,,S
511,1,2,"Miller, Miss. Mary",female,,0,0,A/1440,49.43,,S
512,1,2,"Davis, Miss. Margaret",female,17.2,0,2,A/2391,55.97,C24,S
513,0,1,"Wilson, Mr. Joseph",male,19.4,2,1,A/1364,296.73,D83,S
514,1,3,"Johnson, Miss. Elizabeth",female,53.8,0,0,A/5907,13.54,,S
515,1,3,"Taylor, Miss. Elizabeth",female,,1,1,A/4700,18.24,,C
516,0,3,"Jones, Mr. William",male,30.5,0,0,A/5945,16.08,,S
517,0,2,"Jones, Mr. Thomas",male,61.8,2,2,A/4056,40.96,,Q
518,0,3,"Taylor, Mr. Joseph",male,5.1,0,0,A/8577,9.66,,S
519,0,2,"Miller, Mr. William",male,19.4,0,0,A/5201,45.91,,S
520,0,1,"Jones, Mr. Thomas",male,30.1,0,0,A/3610,132.72,A43,C
521,0,2,"Smith, Mr. Thomas",male,,0,0,A/5882,54.02,,S
522,0,2,"Johnson, Miss. Ida",female,10.7,0,2,A/9196,56.98,,C
523,0,3,"Jones, Miss. Alice",female,9.4,0,0,A/7388,21.51,,Q
524,0,1,"Brown, Mr. George",male,41.7,1,2,A/7139,230.91,A50,S
525,0,3,"Jones, Mr. James",male,57.7,0,2,A/1570,22.15,,Q
526,1,3,"Brown, Miss. Minnie",female,67.1,0,0,A/9763,22.61,,S
527,1,3,"Jones, Mr. George",male,17.2,0,0,A/8190,18.36,,C
528,0,2,"Johnson, Mr. Thomas",male,59.0,2,1,A/2644,52.1,,S
529,0,2,"Taylor, Mr. Frank",male,,0,0,A/8264,50.6,D35,S
530,0,2,"Williams, Mr. Charles",male,58.3,0,2,A/7722,50.67,,S
531,0,3,"Anderson, Mr. Frank",male,,1,0,A/3980,14.08,,C
532,0,3,"Smith, Mr. Charles",male,14.7,2,0,A/1815,14.22,,S
533,1,1,"Anderson, Mr. William",male,54.4,1,1,A/2941,121.63,B34,Q
534,1,3,"Wilson, Mr. Joseph",male,42.4,0,0,A/7853,10.25,,S
535,0,3,"Wilson, Mr. Charles",male,32.6,0,1,A/3182,22.69,,S
536,1,1,"Davis, Mr. George",male,4.6,0,1,A/6804,299.25,E15,S
537,1,3,"Davis, Mr. Frank",male,3.8,0,0,A/3783,16.07,,C
538,1,1,"Taylor, Mr. Joseph",male,,0,0,A/9179,270.49,C56,Q
539,1,2,"Anderson, Miss. Minnie",female,12.4,2,1,A/3478,40.01,,S
540,0,2,"Smith, Mr. Charles",male,12.3,1,1,A/2900,59.78,,S
541,1,2,"Wilson, Miss. Alice",female,60.8,0,0,A/2533,24.17,,C
542,1,3,"Anderson, Miss. Elizabeth",female,37.3,1,0,A/7822,23.57,,S
543,0,1,"Jones, Mr. William",male,66.6,0,0,A/1473,88.64,D68,S
544,1,2,"Miller, Miss. Mary",female,23.4,2,2,A/3118,24.51,C51,C
545,1,3,"Anderson, Mr. Joseph",male,17.6,1,0,A/1336,22.34,,C
546,1,2,"Williams, Miss. Anna",female,51.8,0,2,A/3151,31.16,C75,S
547,1,2,"Jones, Mr. Joseph",male,26.4,0,1,A/7979,19.18,,Q
548,0,3,"Williams, Mr. Thomas",male,6.8,1,1,A/2297,23.33,,S
549,1,1,"Brown, Miss. Ida",female,,0,0,A/9411,94.76,D62,S
550,0,3,"Jones, Mr. Frank",male,,1,0,A/2866,20.33,,C
551,0,3,"Davis, Mr. George",male,53.3,1,2,A/5342,13.14,,C
552,0,1,"Anderson, Mr. George",male,,1,0,A/1095,160.83,A31,S
553,0,3,"Anderson, Mr. Thomas",male,43.6,2,1,A/5958,8.58,B24,C
554,0,3,"Smith, Mr. Charles",male,,0,1,A/9824,10.44,,S
555,0,3,"Williams, Mr. James",male,34.5,0,1,A/4975,10.62,,C
556,0,1,"Davis, Mr. Joseph",male,42.1,1,0,A/1606,182.12,D75,S
557,0,3,"Wilson, Miss. Elizabeth",female,30.1,0,2,A/2040,11.82,,C
558,0,1,"Miller, Mr. Thomas",male,,0,0,A/8688,149.08,B74,S
559,1,3,"Anderson, Mr. Thomas",male,50.1,1,0,A/8738,21.4,,S
560,1,2,"Wilson, Miss. Emma",female,,1,0,A/7815,57.44,,S
561,1,3,"Miller, Miss. Minnie",female,,1,0,A/2043,13.08,B25,S
562,0,3,"Miller, Miss. Mary",female,62.8,2,2,A/2706,19.72,,S
563,0,3,"Johnson, Miss. Anna",female,60.2,0,2,A/1687,16.13,,S
564,0,1,"Jones, Mr. Thomas",male,61.1,0,0,A/6482,258.41,A35,S
565,1,2,"Brown, Miss. Alice",female,6.9,0,1,A/6908,43.32,,C
566,1,3,"Williams, Miss. Ida",female,32.7,1,0,A/1487,14.97,,C
567,0,3,"Miller, Mr. Frank",male,31.0,1,0,A/3473,23.25,E47,S
568,0,3,"Jones, Miss. Margaret",female,,0,2,A/3406,19.61,,S
569,0,3,"Wilson, Miss. Margaret",female,28.9,0,0,A/2380,7.67,,C
570,0,3,"Taylor, Mr. George",male,22.5,0,0,A/1383,7.5,,S
571,0,2,"Davis, Miss. Anna",female,18.9,1,0,A/3028,17.15,,S
572,0,2,"Wilson, Miss. Margaret",female,69.2,1,2,A/4831,30.77,,C
573,1,3,"Davis, Miss. Elizabeth",female,14.3,0,1,A/2605,9.64,,S
574,1,1,"Williams, Mr. Thomas",male,,2,2,A/7598,205.3,E60,C
575,0,3,"Wilson, Mr. Thomas",male,12.2,1,0,A/8942,19.8,E77,S
576,0,1,"Williams, Mr. Frank",male,,1,0,A/2980,155.0,C15,S
577,1,1,"Miller, Mr. George",male,,0,0,A/7910,81.19,C46,S
578,1,3,"Johnson, Mr. Frank",male,,1,2,A/6074,17.18,,C
579,0,3,"Anderson, Miss. Emma",female,32.8,1,1,A/3440,22.59,,C
580,0,3,"Brown, Mr. Joseph",male,,2,1,A/5544,18.63,,C
581,1,3,"Jones, Miss. Anna",female,,1,2,A/1866,24.23,,C
582,0,3,"Taylor, Mr. James",male,15.2,2,2,A/8278,8.52,,S
583,0,3,"Smith, Mr. Frank",male,60.3,0,1,A/5213,8.64,,S
584,0,2,"Johnson, Mr. James",male,12.7,1,0,A/3973,16.22,D22,S
585,1,2,"Davis, Mr. William",male,42.2,0,1,A/9333,48.86,,S
586,0,1,"Davis, Mr. William",male,17.1,0,0,A/2663,126.65,E93,C
587,0,2,"Johnson, Mr. Charles",male,,1,0,A/5016,39.19,,Q
588,0,3,"Wilson, Mr. George",male,,0,1,A/5477,17.76,,S
589,1,2,"Anderson, Mr. George",male,39.9,0,0,A/7476,46.43,,C
590,0,3,"Brown, Miss. Margaret",female,44.8,2,1,A/5473,11.43,,S
591,0,3,"Smith, Mr. James",male,,1,0,A/1156,19.11,,C
592,0,3,"Taylor, Miss. Anna",female,6.3,0,1,A/3022,13.35,,C
593,0,2,"Smith, Mr. William",male,31.7,0,0,A/5606,45.62,,S
594,0,3,"Brown, Mr. Charles",male,3.5,1,2,A/4425,7.13,,S
595,1,1,"Taylor, Mr. Thomas",male,,2,2,A/3875,85.03,B18,S
596,1,3,"Taylor, Miss. Minnie",female,69.4,2,2,A/5143,19.25,,S
597,1,2,"Smith, Miss. Margaret",female,19.9,2,2,A/8644,37.3,,S
598,0,3,"Davis, Mr. Thomas",male,24.1,1,0,A/4696,24.61,,S
599,0,2,"Jones, Mr. William",male,,1,1,A/1393,41.66,,S
600,0,2,"Brown, Mr. Frank",male,36.9,0,0,A/8184,49.38,,S
601,1,1,"Smith, Mr. Joseph",male,5.5,0,0,A/8240,82.6,E90,S
602,0,1,"Smith, Mr. George",male,43.6,1,0,A/1173,174.28,D64,C
603,0,3,"Smith, Mr. Thomas",male,8.5,0,2,A/2106,17.67,,Q
604,0,1,"Miller, Mr. Joseph",male,13.8,0,0,A/1991,99.37,E65,S
605,1,3,"Anderson, Mr. James",male,24.7,0,0,A/9481,17.56,,S
606,1,3,"Smith, Miss. Ida",female,45.2,0,0,A/6595,10.41,,S
607,1,3,"Anderson, Miss. Margaret",female,12.2,1,0,A/9125,10.95,B98,S
608,0,3,"Miller, Mr. Joseph",male,,0,0,A/1162,8.33,A28,S
609,0,1,"Miller, Mr. John",male,,0,0,A/4587,273.64,B53,C
610,0,2,"Williams, Mr. George",male,,2,0,A/7208,44.47,,S
611,0,1,"Miller, Mr. Frank",male,68.4,1,1,A/2071,97.25,B34,S
612,0,2,"Anderson, Mr. Joseph",male,4.2,1,2,A/4098,53.45,,S
613,0,2,"Jones, Mr. James",male,62.1,0,0,A/8711,50.59,,S
614,1,2,"Taylor, Miss. Margaret",female,23.2,0,2,A/8918,47.2,,S
615,1,2,"Anderson, Miss. Mary",female,32.2,0,1,A/4581,28.77,,S
616,1,3,"Taylor, Mr. William",male,,1,2,A/6760,11.14,E89,S
617,0,3,"Miller, Mr. Thomas",male,13.4,0,0,A/2243,13.46,E75,S
618,1,1,"Brown, Mr. William",male,38.7,0,0,A/6394,127.51,C34,C
619,1,3,"Taylor, Miss. Minnie",female,57.7,1,1,A/1194,15.5,,C
620,0,1,"Brown, Mr. Charles",male,55.2,1,1,A/6581,252.14,C34,S
621,0,3,"Wilson, Mr. Thomas",male,,0,2,A/3102,12.5,,S
622,0,3,"Brown, Mr. Joseph",male,53.6,2,2,A/5909,12.87,A27,S
623,0,3,"Anderson, Mr. Joseph",male,28.0,1,1,A/4085,15.55,,Q
624,0,3,"Williams, Mr. William",male,,2,2,A/9005,7.48,,Q
625,0,2,"Jones, Mr. William",male,1.8,0,1,A/7407,22.07,E63,S
626,1,1,"Brown, Miss. Emma",female,57.4,2,1,A/3601,208.85,C85,S
627,0,3,"Brown, Mr. John",male,57.9,1,0,A/9615,12.92,,S
628,0,3,"Johnson, Mr. George",male,24.9,2,0,A/7407,18.03,,S
629,1,2,"Davis, Miss. Alice",female,49.2,0,1,A/1715,25.79,,S
630,0,3,"Johnson, Mr. Charles",male,53.6,0,0,A/2253,20.6,,C
631,0,2,"Brown, Mr. John",male,,2,1,A/7244,30.46,,S
632,0,1,"Williams, Mr. Frank",male,32.8,0,2,A/4969,234.12,D27,S
633,0,2,"Smith, Mr. William",male,,2,1,A/3759,18.49,,S
634,0,1,"Brown, Mr. John",male,31.5,0,2,A/2684,159.84,C66,S
635,1,1,"Brown, Miss. Elizabeth",female,7.3,1,0,A/1238,147.54,B97,S
636,1,1,"Williams, Miss. Emma",female,57.3,0,2,A/4105,213.67,E60,Q
637,1,1,"Miller, Mr. Frank",male,22.8,1,0,A/8516,120.62,C93,S
638,1,1,"Davis, Miss. Minnie",female,69.3,2,2,A/3809,127.95,A86,S
639,0,3,"Williams, Mr. Frank",male,48.4,2,1,A/2106,13.03,,S
640,0,2,"Brown, Mr. John",male,62.9,0,0,A/8020,49.08,,S
641,0,2,"Williams, Mr. Joseph",male,,2,2,A/8270,48.27,,S
642,1,3,"Taylor, Miss. Ida",female,2.6,2,0,A/6615,11.36,,Q
643,0,3,"Brown, Mr. Joseph",male,,2,0,A/2058,22.66,B16,S
644,0,1,"Johnson, Mr. James",male,65.3,0,2,A/2280,168.04,D49,S
645,1,1,"Anderson, Mr. Charles",male,67.8,0,0,A/8883,88.4,C60,S
646,0,3,"Anderson, Mr. Joseph",male,55.8,0,1,A/8002,22.37,,Q
647,0,3,"Williams, Mr. George",male,20.5,1,2,A/8878,8.29,D35,S
648,0,1,"Taylor, Mr. Frank",male,65.9,2,0,A/7292,182.6,E19,S
649,1,1,"Davis, Miss. Emma",female,18.6,2,0,A/9349,233.1,C99,S
650,0,2,"Brown, Mr. Charles",male,25.9,2,0,A/3422,26.76,,S
651,1,2,"Williams, Mr. John",male,,2,1,A/7515,46.77,,S
652,1,3,"Williams, Miss. Ida",female,67.8,2,1,A/6045,20.21,,Q
653,0,3,"Anderson, Mr. Frank",male,15.5,2,1,A/6047,7.12,,S
654,1,1,"Davis, Miss. Ida",female,12.8,0,0,A/3200,115.54,B74,Q
655,1,3,"Williams, Miss. Elizabeth",female,,0,0,A/7697,14.93,,S
656,1,3,"Johnson, Mr. Joseph",male,,0,2,A/4846,15.6,,S
657,1,1,"Smith, Miss. Mary",female,1.5,1,2,A/5355,284.39,D53,S
658,0,2,"Miller, Miss. Margaret",female,46.9,1,2,A/1937,58.89,,C
659,1,1,"Davis, Miss. Emma",female,,1,0,A/5072,154.74,E97,S
660,0,3,"Brown, Mr. John",male,57.1,0,0,A/1749,24.45,,S
661,1,1,"Anderson, Mr. William",male,66.0,1,0,A/7305,137.59,B28,C
662,1,3,"Taylor, Miss. Mary",female,21.8,2,2,A/8648,10.02,,S
663,0,3,"Brown, Mr. James",male,7.2,1,0,A/3625,23.72,,S
664,1,2,"Wilson, Miss. Anna",female,44.7,1,0,A/6452,54.24,,C
665,0,3,"Davis, Mr. Joseph",male,67.7,1,0,A/4662,11.66,,S
666,0,2,"Brown, Mr. William",male,,0,1,A/1027,28.99,,S
667,0,2,"Miller, Mr. James",male,16.3,1,0,A/9819,53.36,,C
668,0,2,"Wilson, Mr. James",male,,2,0,A/6245,28.9,,S
669,1,3,"Wilson, Miss. Elizabeth",female,27.0,0,0,A/4450,22.27,,S
670,0,3,"Williams, Miss. Alice",female,57.2,0,0,A/9977,14.06,,S
671,0,2,"Johnson, Mr. George",male,49.4,1,1,A/2594,20.89,,S
672,1,3,"Jones, Miss. Alice",female,31.5,1,0,A/3372,10.78,,S
673,0,3,"Anderson, Mr. William",male,11.2,1,0,A/1922,8.73,,S
