PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Has_Cabin,FamilySize
302,0,3,"Johnson, Mr. Frank",male,36.9,1,0,A/7814,16.78,,S,0,2
303,1,3,"Miller, Miss. Margaret",female,43.7,1,2,A/1144,9.06,,S,0,4
304,1,3,"Brown, Miss. Mary",female,64.2,0,1,A/5203,16.72,,Q,0,2
305,0,3,"Taylor, Mr. Thomas",male,46.0,0,2,A/2349,24.07,,Q,0,3
306,0,3,"Johnson, Mr. Charles",male,60.7,1,0,A/4368,16.68,,Q,0,2
307,1,3,"Johnson, Mr. James",male,3.6,0,0,A/3916,21.3,,S,0,1
308,0,1,"Davis, Mr. Thomas",male,2.2,2,0,A/9762,71.36,E18,C,1,3
309,0,3,"Johnson, Miss. Margaret",female,37.1,2,0,A/2417,12.07,,S,0,3
310,1,3,"Williams, Mr. Charles",male,56.0,1,0,A/3360,12.37,,Q,0,2
311,1,3,"Smith, Mr. James",male,35.0,1,1,A/9800,16.86,B54,S,1,3
312,1,3,"Williams, Miss. Emma",female,18.4,0,0,A/1891,22.32,,Q,0,1
313,0,3,"Jones, Mr. William",male,35.0,1,1,A/6420,13.43,,S,0,3
314,0,2,"Brown, Mr. Frank",male,46.5,2,2,A/3496,40.45,,S,0,5
315,0,2,"Brown, Mr. Charles",male,20.1,0,0,A/6432,54.5,,S,0,1
316,0,2,"Williams, Mr. William",male,10.7,1,0,A/5312,48.01,,C,0,2
317,0,3,"Smith, Miss. Ida",female,3.5,0,2,A/9842,15.5,,S,0,3
318,1,1,"Jones, Miss. Emma",female,28.4,1,0,A/4913,265.04,E97,S,1,2
319,0,3,"Williams, Mr. James",male,25.8,0,1,A/4796,8.13,,S,0,2
320,1,1,"Miller, Miss. Ida",female,4.2,2,0,A/2691,231.86,E91,C,1,3
321,0,3,"Taylor, Mr. James",male,41.5,0,2,A/5121,13.77,,S,0,3
322,0,2,"Wilson, Miss. Alice",female,43.45,0,1,A/3713,25.35,,S,0,2
323,0,1,"Anderson, Mr. William",male,23.8,0,1,A/8844,180.17,E30,S,1,2
324,1,2,"Williams, Mr. James",male,62.5,0,0,A/3725,26.62,,Q,0,1
325,0,3,"Smith, Mr. George",male,42.9,1,1,A/3794,10.95,,S,0,3
326,1,3,"Anderson, Miss. Minnie",female,64.6,1,2,A/2127,11.14,,S,0,4
327,1,1,"Taylor, Miss. Ida",female,13.2,1,2,A/1639,271.88,E74,C,1,4
328,1,1,"Anderson, Miss. Mary",female,45.8,1,1,A/7068,271.21,E64,S,1,3
329,1,3,"Davis, Miss. Margaret",female,53.5,2,2,A/2600,14.66,,C,0,5
330,0,3,"Anderson, Mr. Joseph",male,35.0,2,0,A/9561,9.12,B98,C,1,3
331,0,2,"Davis, Mr. George",male,40.0,1,0,A/7511,48.97,,C,0,2
332,0,3,"Taylor, Mr. Thomas",male,24.8,2,1,A/3262,22.39,,C,0,4
333,1,2,"Williams, Miss. Anna",female,24.4,1,2,A/1852,22.23,,S,0,4
334,1,1,"Anderson, Mr. Joseph",male,26.6,1,0,A/7296,284.06,D88,S,1,2
335,1,2,"Smith, Miss. Emma",female,14.9,2,2,A/5685,23.76,,S,0,5
336,0,3,"Smith, Mr. Frank",male,35.0,0,0,A/5520,21.03,,S,0,1
337,0,3,"Johnson, Mr. William",male,39.6,1,0,A/6693,24.34,,S,0,2
338,1,1,"Anderson, Miss. Mary",female,8.3,0,2,A/5821,148.19,A75,Q,1,3
339,1,3,"Anderson, Miss. Minnie",female,39.9,0,0,A/8517,19.27,,C,0,1
340,0,3,"Davis, Mr. Charles",male,22.8,0,2,A/9776,7.18,,S,0,3
341,1,1,"Miller, Miss. Anna",female,34.7,0,0,A/4580,275.69,C33,Q,1,1
342,1,3,"Wilson, Miss. Elizabeth",female,19.3,0,0,A/5091,22.05,,C,0,1
343,0,1,"Wilson, Mr. John",male,3.9,1,0,A/6167,183.24,E45,S,1,2
344,1,3,"Jones, Miss. Ida",female,4.7,1,1,A/9859,7.59,,C,0,3
345,0,3,"Johnson, Mr. Thomas",male,35.0,2,0,A/7216,17.46,,S,0,3
346,0,2,"Brown, Mr. George",male,26.2,1,1,A/4449,33.86,,S,0,3
347,0,2,"Anderson, Mr. James",male,57.2,2,0,A/4863,39.99,,S,0,3
348,1,3,"Wilson, Miss. Mary",female,69.7,2,2,A/9748,19.97,,S,0,5
349,0,3,"Davis, Mr. William",male,35.0,0,1,A/2577,15.1,,S,0,2
350,1,3,"Jones, Miss. Margaret",female,37.1,2,2,A/4259,17.38,,S,0,5
351,0,3,"Miller, Mr. Thomas",male,6.4,1,0,A/8598,18.37,B91,C,1,2
352,0,2,"Anderson, Mr. Joseph",male,34.2,0,0,A/4739,29.11,,C,0,1
353,0,3,"Wilson, Mr. Frank",male,32.1,0,0,A/1378,9.25,,S,0,1
354,1,3,"Brown, Miss. Emma",female,37.1,1,2,A/1881,7.47,,C,0,4
355,0,1,"Williams, Mr. William",male,22.3,0,0,A/8260,214.09,B77,C,1,1
356,1,1,"Miller, Miss. Alice",female,65.5,1,1,A/3213,292.99,E32,S,1,3
357,1,3,"Anderson, Miss. Ida",female,22.4,0,1,A/9841,11.09,C56,S,1,2
358,1,1,"Taylor, Mr. James",male,1.6,1,1,A/5908,72.1,D47,S,1,3
359,0,3,"Brown, Mr. Joseph",male,18.2,2,1,A/7199,10.97,B76,C,1,4
360,1,3,"Jones, Miss. Minnie",female,19.5,0,0,A/3988,9.46,D89,S,1,1
361,0,3,"Miller, Mr. John",male,2.5,0,0,A/5410,9.25,,S,0,1
362,0,1,"Brown, Mr. Frank",male,35.4,0,1,A/1519,145.96,B17,S,1,2
363,0,2,"Williams, Mr. Charles",male,27.3,0,0,A/5078,32.32,,S,0,1
364,0,3,"Johnson, Mr. Charles",male,22.5,0,0,A/1691,20.41,,S,0,1
365,0,3,"Miller, Mr. John",male,8.8,2,1,A/6316,7.27,,S,0,4
366,0,2,"Smith, Mr. Thomas",male,34.2,0,0,A/3583,37.5,,S,0,1
367,1,3,"Smith, Miss. Mary",female,37.1,1,0,A/3061,15.78,,S,0,2
368,1,3,"Wilson, Mr. Charles",male,51.0,0,0,A/8951,19.72,,S,0,1
369,0,3,"Taylor, Mr. Frank",male,60.9,1,2,A/3627,8.24,,S,0,4
370,0,2,"Smith, Mr. Joseph",male,43.8,0,2,A/4912,29.43,E59,S,1,3
371,1,3,"Williams, Miss. Minnie",female,8.6,1,0,A/1717,22.03,A35,S,1,2
372,0,1,"Davis, Mr. Thomas",male,18.7,0,0,A/2161,73.01,B93,S,1,1
373,0,3,"Smith, Mr. Frank",male,29.7,0,0,A/5355,16.52,,C,0,1
374,1,1,"Taylor, Mr. William",male,27.6,0,2,A/5075,201.11,B81,C,1,3
375,0,2,"Anderson, Mr. Frank",male,30.5,0,0,A/3955,39.75,,S,0,1
376,0,3,"Miller, Mr. Frank",male,59.3,1,1,A/6299,17.95,,S,0,3
377,0,3,"Jones, Miss. Margaret",female,28.4,2,0,A/5660,17.72,,Q,0,3
378,0,2,"Brown, Mr. Charles",male,34.2,2,0,A/9376,40.03,,S,0,3
379,0,1,"Williams, Mr. George",male,17.1,0,0,A/7550,200.88,B19,C,1,1
380,0,3,"Anderson, Mr. William",male,51.4,1,1,A/2285,21.04,,S,0,3
381,0,3,"Johnson, Mr. Charles",male,65.1,2,1,A/1886,12.49,E82,S,1,4
382,0,3,"Smith, Mr. Joseph",male,40.7,0,0,A/8076,12.22,,S,0,1
383,1,1,"Smith, Mr. Joseph",male,31.0,2,0,A/3209,180.61,B72,S,1,3
384,0,3,"Taylor, Mr. Charles",male,30.7,2,2,A/2467,9.03,,S,0,5
385,1,1,"Smith, Mr. George",male,57.7,1,2,A/3389,171.31,B35,S,1,4
386,1,1,"Johnson, Miss. Anna",female,43.8,0,0,A/1225,148.95,A49,S,1,1
387,1,1,"Taylor, Mr. Charles",male,18.8,1,2,A/3315,229.87,A58,S,1,4
388,0,3,"Williams, Mr. John",male,43.6,0,1,A/1136,8.2,,S,0,2
389,0,3,"Johnson, Mr. John",male,27.7,1,2,A/2631,23.27,,S,0,4
390,1,1,"Wilson, Mr. John",male,22.0,1,1,A/3572,74.23,C55,S,1,3
391,1,1,"Taylor, Miss. Minnie",female,61.6,0,2,A/5590,121.88,C60,S,1,3
392,0,1,"Anderson, Mr. Charles",male,30.4,0,2,A/6395,173.31,B36,S,1,3
393,1,3,"Brown, Miss. Emma",female,37.1,0,1,A/3378,18.81,,S,0,2
394,1,1,"Johnson, Mr. James",male,51.2,0,1,A/7737,139.77,C29,C,1,2
395,0,1,"Anderson, Mr. George",male,42.1,0,0,A/6886,88.28,D27,S,1,1
396,0,3,"Miller, Miss. Emma",female,10.5,0,0,A/1528,14.35,,Q,0,1
397,1,3,"Brown, Mr. Charles",male,69.0,1,1,A/6323,22.6,,S,0,3
398,0,3,"Davis, Mr. Frank",male,40.5,1,2,A/1630,16.37,,C,0,4
399,0,1,"Taylor, Miss. Ida",female,34.7,1,2,A/1807,113.67,D60,C,1,4
400,0,3,"Williams, Mr. Joseph",male,48.6,0,1,A/8400,8.63,,S,0,2
401,1,3,"Taylor, Miss. Emma",female,2.7,1,2,A/4308,22.89,C98,S,1,4
402,1,3,"Johnson, Mr. William",male,26.0,1,1,A/9383,18.02,,S,0,3
403,1,1,"Miller, Mr. James",male,30.9,2,0,A/7874,140.85,D46,S,1,3
404,0,1,"Brown, Mr. John",male,32.6,1,2,A/1094,209.84,D40,S,1,4
405,0,3,"Wilson, Mr. William",male,35.0,1,0,A/4401,7.88,C14,S,1,2
406,1,1,"Anderson, Mr. George",male,30.9,0,1,A/3920,107.11,C88,S,1,2
407,0,3,"Taylor, Mr. James",male,25.9,0,0,A/5903,12.81,,C,0,1
408,1,3,"Johnson, Miss. Minnie",female,37.1,0,0,A/9635,14.45,,S,0,1
409,0,1,"Taylor, Mr. William",male,65.4,2,0,A/7996,210.03,C43,S,1,3
410,0,3,"Williams, Mr. Thomas",male,35.0,0,2,A/4812,19.75,,S,0,3
411,0,1,"Johnson, Mr. Charles",male,29.6,0,0,A/4478,72.6,B98,S,1,1
412,0,3,"Taylor, Mr. Frank",male,35.0,0,0,A/7488,20.04,,S,0,1
413,0,1,"Miller, Mr. Thomas",male,45.6,1,0,A/8546,275.17,E52,S,1,2
414,1,3,"Smith, Miss. Minnie",female,39.3,0,0,A/6434,21.39,,S,0,1
415,0,3,"Smith, Mr. Frank",male,59.1,1,2,A/7382,10.37,C50,C,1,4
416,0,2,"Brown, Mr. Frank",male,15.9,0,0,A/2838,31.84,B21,S,1,1
417,1,1,"Taylor, Mr. James",male,51.5,1,0,A/6363,102.96,A76,S,1,2
418,1,1,"Wilson, Miss. Ida",female,1.3,0,2,A/2426,146.66,A23,S,1,3
419,0,3,"Anderson, Mr. George",male,14.8,0,0,A/9720,12.74,,S,0,1
420,1,1,"Smith, Mr. William",male,23.0,0,0,A/5011,109.39,C88,C,1,1
421,0,3,"Smith, Mr. Thomas",male,35.0,1,0,A/2410,14.68,,S,0,2
422,1,3,"Wilson, Miss. Margaret",female,50.2,2,2,A/2286,24.53,,S,0,5
423,1,1,"Wilson, Miss. Anna",female,50.0,1,1,A/4796,287.91,B88,S,1,3
424,0,2,"Miller, Mr. Frank",male,34.2,1,0,A/6758,36.54,,S,0,2
425,0,2,"Taylor, Mr. William",male,8.4,1,0,A/5949,38.97,,S,0,2
426,1,3,"Wilson, Mr. Joseph",male,48.9,1,1,A/6606,16.8,,S,0,3
427,1,1,"Anderson, Miss. Alice",female,23.5,0,1,A/3886,140.85,D18,S,1,2
428,0,3,"Davis, Mr. Frank",male,7.2,0,2,A/1003,20.63,,S,0,3
429,0,2,"Wilson, Mr. Charles",male,21.7,2,0,A/8122,47.3,,Q,0,3
430,0,3,"Taylor, Mr. Joseph",male,5.3,1,0,A/1013,19.66,,S,0,2
431,0,3,"Brown, Miss. Ida",female,23.0,1,1,A/7251,14.83,,S,0,3
432,1,1,"Miller, Mr. Joseph",male,47.2,0,0,A/2175,219.13,B72,S,1,1
433,0,3,"Williams, Mr. Joseph",male,49.0,1,2,A/3945,15.18,,C,0,4
434,0,2,"Davis, Mr. John",male,17.3,1,0,A/7731,56.7,,S,0,2
435,0,1,"Miller, Mr. William",male,6.5,2,2,A/5578,176.94,A76,C,1,5
436,0,1,"Johnson, Mr. George",male,37.9,0,1,A/8438,187.91,D83,C,1,2
437,1,2,"Jones, Miss. Minnie",female,42.2,0,2,A/5267,17.76,,S,0,3
438,1,1,"Anderson, Miss. Mary",female,34.7,1,0,A/5552,127.97,E45,S,1,2
439,0,2,"Anderson, Miss. Emma",female,46.5,0,0,A/5280,50.21,,S,0,1
440,0,3,"Johnson, Mr. James",male,58.8,1,1,A/4898,18.89,,S,0,3
441,0,3,"Smith, Miss. Minnie",female,37.1,0,1,A/7533,15.57,,Q,0,2
442,0,3,"Davis, Mr. Thomas",male,31.0,0,1,A/7258,19.21,,S,0,2
443,1,1,"Miller, Miss. Ida",female,19.8,0,0,A/2610,128.73,E60,S,1,1
444,0,3,"Anderson, Mr. Charles",male,69.5,0,2,A/1173,19.11,,S,0,3
445,1,1,"Wilson, Mr. Frank",male,14.3,0,2,A/2506,83.08,E94,C,1,3
446,1,1,"Johnson, Mr. William",male,26.9,2,2,A/4027,276.08,B42,S,1,5
447,0,3,"Wilson, Mr. George",male,47.1,0,0,A/3653,21.05,,S,0,1
448,1,2,"Jones, Miss. Minnie",female,43.45,0,2,A/7432,23.03,,S,0,3
449,0,3,"Johnson, Mr. Thomas",male,35.0,0,0,A/5105,20.99,D29,S,1,1
450,1,1,"Davis, Mr. George",male,28.0,0,2,A/9039,179.97,D18,S,1,3
451,1,1,"Wilson, Miss. Anna",female,25.8,2,0,A/7563,82.69,A56,S,1,3
452,0,3,"Wilson, Mr. George",male,35.0,0,1,A/4129,12.38,,S,0,2
453,1,3,"Wilson, Mr. Charles",male,35.0,2,2,A/4907,15.81,E92,S,1,5
454,1,3,"Wilson, Miss. Mary",female,37.1,2,0,A/7643,9.13,,S,0,3
455,0,3,"Taylor, Miss. Emma",female,6.0,2,0,A/9010,18.77,,Q,0,3
456,1,1,"Williams, Miss. Mary",female,34.7,0,0,A/8474,210.58,E18,C,1,1
457,1,1,"Anderson, Mr. Charles",male,24.3,2,1,A/6312,97.78,E79,S,1,4
458,1,3,"Smith, Miss. Emma",female,37.1,0,1,A/3753,19.53,,S,0,2
459,0,3,"Johnson, Mr. Joseph",male,35.0,1,0,A/1104,7.13,,C,0,2
460,0,3,"Wilson, Mr. James",male,37.1,1,0,A/3859,17.99,B73,S,1,2
461,1,1,"Jones, Miss. Margaret",female,14.2,1,0,A/6929,268.43,E74,S,1,2
462,1,3,"Jones, Miss. Mary",female,48.3,1,1,A/3888,9.88,,S,0,3
463,0,2,"Jones, Mr. Frank",male,32.3,0,0,A/9804,22.91,,S,0,1
464,1,1,"Wilson, Miss. Margaret",female,63.0,0,0,A/6343,122.39,B62,C,1,1
465,1,2,"Wilson, Mr. Thomas",male,15.9,1,1,A/3917,32.43,B90,S,1,3
466,0,2,"Smith, Mr. John",male,34.2,1,1,A/7852,22.7,,C,0,3
467,1,3,"Anderson, Miss. Emma",female,16.8,1,2,A/9015,22.52,,S,0,4
468,0,3,"Davis, Mr. Charles",male,16.3,1,0,A/1083,14.52,D74,S,1,2
469,0,3,"Johnson, Mr. Thomas",male,35.0,0,1,A/4571,9.39,,S,0,2
470,0,1,"Jones, Mr. James",male,52.6,0,1,A/8598,247.52,D33,C,1,2
471,0,2,"Smith, Mr. William",male,37.6,0,1,A/5420,46.41,,S,0,2
472,1,1,"Anderson, Miss. Margaret",female,34.7,2,0,A/1844,95.52,C69,S,1,3
473,0,2,"Taylor, Mr. William",male,10.6,0,0,A/9841,20.11,,Q,0,1
474,1,3,"Brown, Miss. Elizabeth",female,35.7,1,0,A/1892,8.14,,S,0,2
475,0,3,"Taylor, Mr. George",male,47.5,2,0,A/4085,23.05,,S,0,3
476,0,3,"Johnson, Mr. William",male,35.0,0,1,A/3465,22.75,,S,0,2
477,1,2,"Taylor, Miss. Emma",female,51.9,0,0,A/4097,17.83,,S,0,1
478,0,3,"Davis, Mr. Frank",male,34.5,2,2,A/9986,15.01,,S,0,5
479,0,3,"Jones, Mr. Charles",male,54.1,0,0,A/6785,12.12,,S,0,1
480,0,1,"Williams, Mr. James",male,47.0,0,0,A/4897,96.89,C83,S,1,1
481,0,2,"Taylor, Mr. John",male,11.2,1,2,A/3663,39.01,A61,Q,1,4
482,1,3,"Miller, Miss. Emma",female,68.3,0,0,A/8764,23.13,,C,0,1
483,1,3,"Anderson, Miss. Alice",female,37.1,1,0,A/3284,19.2,A61,S,1,2
484,0,1,"Miller, Mr. John",male,30.9,1,0,A/5553,115.01,A78,C,1,2
485,1,3,"Taylor, Miss. Ida",female,42.8,0,0,A/7513,9.66,,S,0,1
486,0,2,"Miller, Mr. George",male,7.0,2,1,A/7809,51.17,,C,0,4
487,0,3,"Davis, Mr. James",male,10.9,0,1,A/9606,24.76,E58,S,1,2
488,1,2,"Davis, Miss. Emma",female,53.1,0,0,A/4047,52.45,,S,0,1
489,0,3,"Anderson, Mr. George",male,16.5,0,0,A/5303,12.4,,S,0,1
490,1,1,"Jones, Miss. Ida",female,45.5,0,0,A/5541,183.4,A86,C,1,1
491,0,3,"Jones, Mr. Thomas",male,26.8,2,2,A/1287,22.22,,S,0,5
492,1,2,"Williams, Miss. Margaret",female,29.9,0,0,A/5749,28.12,,S,0,1
493,0,1,"Johnson, Mr. James",male,58.1,2,0,A/5447,227.65,C22,S,1,3
494,0,2,"Williams, Mr. George",male,24.5,0,0,A/4569,21.95,,S,0,1
495,0,3,"Taylor, Mr. William",male,9.0,0,0,A/8856,13.27,,S,0,1
496,1,2,"Taylor, Miss. Margaret",female,52.4,0,0,A/3108,53.56,B49,S,1,1
497,1,1,"Johnson, Mr. William",male,30.8,0,0,A/1537,252.4,E85,S,1,1
498,0,1,"Johnson, Mr. George",male,55.0,1,0,A/4277,112.5,C13,S,1,2
499,1,3,"Anderson, Miss. Margaret",female,54.9,1,0,A/9272,17.26,E11,S,1,2
500,0,3,"Williams, Miss. Mary",female,37.1,0,2,A/8777,13.6,,S,0,3
501,0,3,"Miller, Mr. Joseph",male,29.1,0,0,A/8633,8.99,C46,S,1,1
502,1,1,"Johnson, Mr. Joseph",male,22.5,1,0,A/7672,136.84,D34,C,1,2
503,1,3,"Miller, Miss. Emma",female,47.4,1,1,A/9563,18.85,B60,S,1,3
504,0,3,"Williams, Mr. William",male,35.0,0,2,A/7623,9.21,,C,0,3
505,0,2,"Anderson, Miss. Minnie",female,66.1,0,1,A/7626,59.44,,S,0,2
506,0,3,"Wilson, Mr. Thomas",male,3.1,2,0,A/2117,15.97,B58,S,1,3
507,0,2,"Anderson, Mr. William",male,36.9,1,1,A/4308,28.21,,S,0,3
508,0,3,"Taylor, Miss. Mary",female,37.1,1,0,A/7285,15.1,,S,0,2
509,0,1,"Jones, Mr. James",male,30.9,2,1,A/8986,245.72,E96,S,1,4
510,0,3,"Wilson, Mr. Thomas",male,35.0,0,1,A/5315,15.9,,S,0,2
511,1,2,"Miller, Miss. Mary",female,43.45,0,0,A/1440,49.43,,S,0,1
512,1,2,"Davis, Miss. Margaret",female,17.2,0,2,A/2391,55.97,C24,S,1,3
513,0,1,"Wilson, Mr. Joseph",male,19.4,2,1,A/1364,296.73,D83,S,1,4
514,1,3,"Johnson, Miss. Elizabeth",female,53.8,0,0,A/5907,13.54,,S,0,1
515,1,3,"Taylor, Miss. Elizabeth",female,37.1,1,1,A/4700,18.24,,C,0,3
516,0,3,"Jones, Mr. William",male,30.5,0,0,A/5945,16.08,,S,0,1
517,0,2,"Jones, Mr. Thomas",male,61.8,2,2,A/4056,40.96,,Q,0,5
518,0,3,"Taylor, Mr. Joseph",male,5.1,0,0,A/8577,9.66,,S,0,1
519,0,2,"Miller, Mr. William",male,19.4,0,0,A/5201,45.91,,S,0,1
520,0,1,"Jones, Mr. Thomas",male,30.1,0,0,A/3610,132.72,A43,C,1,1
521,0,2,"Smith, Mr. Thomas",male,34.2,0,0,A/5882,54.02,,S,0,1
522,0,2,"Johnson, Miss. Ida",female,10.7,0,2,A/9196,56.98,,C,0,3
523,0,3,"Jones, Miss. Alice",female,9.4,0,0,A/7388,21.51,,Q,0,1
524,0,1,"Brown, Mr. George",male,41.7,1,2,A/7139,230.91,A50,S,1,4
525,0,3,"Jones, Mr. James",male,57.7,0,2,A/1570,22.15,,Q,0,3
526,1,3,"Brown, Miss. Minnie",female,67.1,0,0,A/9763,22.61,,S,0,1
527,1,3,"Jones, Mr. George",male,17.2,0,0,A/8190,18.36,,C,0,1
528,0,2,"Johnson, Mr. Thomas",male,59.0,2,1,A/2644,52.1,,S,0,4
529,0,2,"Taylor, Mr. Frank",male,34.2,0,0,A/8264,50.6,D35,S,1,1
530,0,2,"Williams, Mr. Charles",male,58.3,0,2,A/7722,50.67,,S,0,3
531,0,3,"Anderson, Mr. Frank",male,35.0,1,0,A/3980,14.08,,C,0,2
532,0,3,"Smith, Mr. Charles",male,14.7,2,0,A/1815,14.22,,S,0,3
533,1,1,"Anderson, Mr. William",male,54.4,1,1,A/2941,121.63,B34,Q,1,3
534,1,3,"Wilson, Mr. Joseph",male,42.4,0,0,A/7853,10.25,,S,0,1
535,0,3,"Wilson, Mr. Charles",male,32.6,0,1,A/3182,22.69,,S,0,2
536,1,1,"Davis, Mr. George",male,4.6,0,1,A/6804,299.25,E15,S,1,2
537,1,3,"Davis, Mr. Frank",male,3.8,0,0,A/3783,16.07,,C,0,1
538,1,1,"Taylor, Mr. Joseph",male,30.9,0,0,A/9179,270.49,C56,Q,1,1
539,1,2,"Anderson, Miss. Minnie",female,12.4,2,1,A/3478,40.01,,S,0,4
540,0,2,"Smith, Mr. Charles",male,12.3,1,1,A/2900,59.78,,S,0,3
541,1,2,"Wilson, Miss. Alice",female,60.8,0,0,A/2533,24.17,,C,0,1
542,1,3,"Anderson, Miss. Elizabeth",female,37.3,1,0,A/7822,23.57,,S,0,2
543,0,1,"Jones, Mr. William",male,66.6,0,0,A/1473,88.64,D68,S,1,1
544,1,2,"Miller, Miss. Mary",female,23.4,2,2,A/3118,24.51,C51,C,1,5
545,1,3,"Anderson, Mr. Joseph",male,17.6,1,0,A/1336,22.34,,C,0,2
546,1,2,"Williams, Miss. Anna",female,51.8,0,2,A/3151,31.16,C75,S,1,3
547,1,2,"Jones, Mr. Joseph",male,26.4,0,1,A/7979,19.18,,Q,0,2
548,0,3,"Williams, Mr. Thomas",male,6.8,1,1,A/2297,23.33,,S,0,3
549,1,1,"Brown, Miss. Ida",female,34.7,0,0,A/9411,94.76,D62,S,1,1
550,0,3,"Jones, Mr. Frank",male,35.0,1,0,A/2866,20.33,,C,0,2
551,0,3,"Davis, Mr. George",male,53.3,1,2,A/5342,13.14,,C,0,4
552,0,1,"Anderson, Mr. George",male,30.9,1,0,A/1095,160.83,A31,S,1,2
553,0,3,"Anderson, Mr. Thomas",male,43.6,2,1,A/5958,8.58,B24,C,1,4
554,0,3,"Smith, Mr. Charles",male,35.0,0,1,A/9824,10.44,,S,0,2
555,0,3,"Williams, Mr. James",male,34.5,0,1,A/4975,10.62,,C,0,2
556,0,1,"Davis, Mr. Joseph",male,42.1,1,0,A/1606,182.12,D75,S,1,2
557,0,3,"Wilson, Miss. Elizabeth",female,30.1,0,2,A/2040,11.82,,C,0,3
558,0,1,"Miller, Mr. Thomas",male,30.9,0,0,A/8688,149.08,B74,S,1,1
559,1,3,"Anderson, Mr. Thomas",male,50.1,1,0,A/8738,21.4,,S,0,2
560,1,2,"Wilson, Miss. Emma",female,43.45,1,0,A/7815,57.44,,S,0,2
561,1,3,"Miller, Miss. Minnie",female,37.1,1,0,A/2043,13.08,B25,S,1,2
562,0,3,"Miller, Miss. Mary",female,62.8,2,2,A/2706,19.72,,S,0,5
563,0,3,"Johnson, Miss. Anna",female,60.2,0,2,A/1687,16.13,,S,0,3
564,0,1,"Jones, Mr. Thomas",male,61.1,0,0,A/6482,258.41,A35,S,1,1
565,1,2,"Brown, Miss. Alice",female,6.9,0,1,A/6908,43.32,,C,0,2
566,1,3,"Williams, Miss. Ida",female,32.7,1,0,A/1487,14.97,,C,0,2
567,0,3,"Miller, Mr. Frank",male,31.0,1,0,A/3473,23.25,E47,S,1,2
568,0,3,"Jones, Miss. Margaret",female,37.1,0,2,A/3406,19.61,,S,0,3
569,0,3,"Wilson, Miss. Margaret",female,28.9,0,0,A/2380,7.67,,C,0,1
570,0,3,"Taylor, Mr. George",male,22.5,0,0,A/1383,7.5,,S,0,1
571,0,2,"Davis, Miss. Anna",female,18.9,1,0,A/3028,17.15,,S,0,2
572,0,2,"Wilson, Miss. Margaret",female,69.2,1,2,A/4831,30.77,,C,0,4
573,1,3,"Davis, Miss. Elizabeth",female,14.3,0,1,A/2605,9.64,,S,0,2
574,1,1,"Williams, Mr. Thomas",male,30.9,2,2,A/7598,205.3,E60,C,1,5
575,0,3,"Wilson, Mr. Thomas",male,12.2,1,0,A/8942,19.8,E77,S,1,2
576,0,1,"Williams, Mr. Frank",male,30.9,1,0,A/2980,155.0,C15,S,1,2
577,1,1,"Miller, Mr. George",male,30.9,0,0,A/7910,81.19,C46,S,1,1
578,1,3,"Johnson, Mr. Frank",male,35.0,1,2,A/6074,17.18,,C,0,4
579,0,3,"Anderson, Miss. Emma",female,32.8,1,1,A/3440,22.59,,C,0,3
580,0,3,"Brown, Mr. Joseph",male,35.0,2,1,A/5544,18.63,,C,0,4
581,1,3,"Jones, Miss. Anna",female,37.1,1,2,A/1866,24.23,,C,0,4
582,0,3,"Taylor, Mr. James",male,15.2,2,2,A/8278,8.52,,S,0,5
583,0,3,"Smith, Mr. Frank",male,60.3,0,1,A/5213,8.64,,S,0,2
584,0,2,"Johnson, Mr. James",male,12.7,1,0,A/3973,16.22,D22,S,1,2
585,1,2,"Davis, Mr. William",male,42.2,0,1,A/9333,48.86,,S,0,2
586,0,1,"Davis, Mr. William",male,17.1,0,0,A/2663,126.65,E93,C,1,1
587,0,2,"Johnson, Mr. Charles",male,34.2,1,0,A/5016,39.19,,Q,0,2
588,0,3,"Wilson, Mr. George",male,35.0,0,1,A/5477,17.76,,S,0,2
589,1,2,"Anderson, Mr. George",male,39.9,0,0,A/7476,46.43,,C,0,1
590,0,3,"Brown, Miss. Margaret",female,44.8,2,1,A/5473,11.43,,S,0,4
591,0,3,"Smith, Mr. James",male,35.0,1,0,A/1156,19.11,,C,0,2
592,0,3,"Taylor, Miss. Anna",female,6.3,0,1,A/3022,13.35,,C,0,2
593,0,2,"Smith, Mr. William",male,31.7,0,0,A/5606,45.62,,S,0,1
594,0,3,"Brown, Mr. Charles",male,3.5,1,2,A/4425,7.13,,S,0,4
595,1,1,"Taylor, Mr. Thomas",male,30.9,2,2,A/3875,85.03,B18,S,1,5
596,1,3,"Taylor, Miss. Minnie",female,69.4,2,2,A/5143,19.25,,S,0,5
597,1,2,"Smith, Miss. Margaret",female,19.9,2,2,A/8644,37.3,,S,0,5
598,0,3,"Davis, Mr. Thomas",male,24.1,1,0,A/4696,24.61,,S,0,2
599,0,2,"Jones, Mr. William",male,34.2,1,1,A/1393,41.66,,S,0,3
600,0,2,"Brown, Mr. Frank",male,36.9,0,0,A/8184,49.38,,S,0,1
601,1,1,"Smith, Mr. Joseph",male,5.5,0,0,A/8240,82.6,E90,S,1,1
602,0,1,"Smith, Mr. George",male,43.6,1,0,A/1173,174.28,D64,C,1,2
603,0,3,"Smith, Mr. Thomas",male,8.5,0,2,A/2106,17.67,,Q,0,3
